English,French,Spanish
Might it not possibly thus reach the land?,Peut-être accosterait-il ainsi la côte!,¡Parecía que iban a llegar a la costa!
"But, when only two fathoms off, terrible cries resounded from four pairs of lungs at once.","Or, il n'en était qu'à deux encablures, quand des cris terribles, sortis de quatre poitrines à la fois, retentirent.","Pero, cuando no estaban más que a dos cables de distancia, resonaron gritos terribles, salidos de cuatro pechos a la vez."
"The balloon, which had appeared as if it would never again rise, suddenly made an unexpected bound, after having been struck by a tremendous sea.","Le ballon, qui semblait ne plus devoir se relever, venait de refaire encore un bond inattendu, après avoir été frappé d'un formidable coup de mer.","El globo, que, al parecer, no podía ya levantarse, acababa de dar un salto inesperado, a impulsos de un formidable golpe de mar. Como si hubiera sido aligerado súbitamente de una nueva parte de su peso, remontó a una altura de mil quinientos pies, y allí encontró una especie de remolino de viento que, en lugar de llevarlo directamente a la costa, le hizo seguir una dirección casi paralela a ella."
"At last, two minutes later, it reproached obliquely, and finally fell on a sandy beach, out of the reach of the waves.","Enfin, deux minutes plus tard, il s'en rapprochait obliquement, et il retombait définitivement sur le sable du rivage, hors de la portée des lames.","En fin, dos minutos más tarde se acercaron oblicuamente y cayó sobre la arena de la orilla, fuera del alcance de las olas."
"The voyagers, aiding each other, managed to disengage themselves from the meshes of the net.","Les passagers, s'aidant les uns les autres, parvinrent à se dégager des mailles du filet.","Los pasajeros se ayudaron los unos a los otros, logrando desprenderse de las mallas de la red."
"The balloon, relieved of their weight, was taken by the wind, and like a wounded bird which revives for an instant, disappeared into space.","Le ballon, délesté de leur poids, fut repris par le vent, et comme un oiseau blessé qui retrouve un instant de vie, il disparut dans l'espace.","El globo, libre de aquel peso, fue recogido par el viento y, como un pájaro herido que encuentra un instante de vida, desapareció en el espacio."
"But the car had contained five passengers, with a dog, and the balloon only left four on the shore.","La nacelle avait contenu cinq passagers, plus un chien, et le ballon n'en jetait que quatre sur le rivage.","La barquilla contenía cinco pasajeros, más un perro, y el globo sólo había arrojado cuatro sobre la orilla."
"The missing person had evidently been swept off by the sea, which had just struck the net, and it was owing to this circumstance that the lightened balloon rose the last time, and then soon after reached the land.","Le passager manquant avait évidemment été enlevé par le coup de mer qui venait de frapper le filet, et c'est ce qui avait permis à l'aérostat allégé, de remonter une dernière fois, puis, quelques instants après, d'atteindre la terre.","El pasajero que faltaba había sido evidentemente arrebatado por el golpe de mar, que, dando de lleno en la red, había permitido al aparato, aligerado de peso, llegar a tierra."
"Scarcely had the four castaways set foot on firm ground, than they all, thinking of the absent one, simultaneously exclaimed, ""Perhaps he will try to swim to land!","À peine les quatre naufragés -- on peut leur donner ce nom -- avaient-ils pris pied sur le sol, que tous, songeant à l'absent, s'écriaient: «Il essaye peut-être d'aborder à la nage!","Apenas los cuatro náufragos –se les puede dar ese nombre––habían tomado tierra, todos, pensando en el ausente, exclamaron: –¡Quizá podrá ganarla orilla a nado!"
"Let us save him! let us save him!""",Sauvons-le! sauvons-le!»,¡Salvémoslo! ¡Salvémoslo!
Those whom the hurricane had just thrown on this coast were neither aeronauts by profession nor amateurs.,"Ce n'étaient ni des aéronautes de profession, ni des amateurs d'expéditions aériennes, que l'ouragan venait de jeter sur cette côte.",Cinco prisioneros en busca de libertad
They were prisoners of war whose boldness had induced them to escape in this extraordinary manner.,"C'étaient des prisonniers de guerre, que leur audace avait poussés à s'enfuir dans des circonstances extraordinaires.","No eran ni aeronautas de profesión ni amantes de expediciones aéreas los que el huracán acababa de arrojar en aquella costa: eran prisioneros de guerra, a los que su audacia había impulsado a fugarse en circunstancias extraordinarias."
A hundred times they had almost perished!,"Cent fois, ils auraient dû périr!",¡Cien veces estuvieron a punto de perecer!
A hundred times had they almost fallen from their torn balloon into the depths of the ocean.,"Cent fois, leur ballon déchiré aurait dû les précipiter dans l'abîme!",¡Cien veces su globo desgarrado hubiera debido precipitarlos en el abismo!
"But Heaven had reserved them for a strange destiny, and after having, on the 20th of March, escaped from Richmond, besieged by the troops of General Ulysses Grant, they found themselves seven thousand miles from the capital of Virginia, which was the principal stronghold of the South, during the terrible War of Secession.","Mais le ciel les réservait à une étrange destinée, et le 20 mars, après avoir fui Richmond, assiégée par les troupes du général Ulysse Grant, ils se trouvaient à sept mille milles de cette capitale de la Virginie, la principale place forte des séparatistes, pendant la terrible guerre de Sécession.","Pero el cielo les reservaba un extraño destino, y el 20 de marzo, después de haberse fugado de Richmond, sitiada por las tropas del general Ulises Grant, se encontraron a siete millas de aquella ciudad de Virginia, principal plaza fuerte de los separatistas durante la terrible guerra civil de Secesión."
Their aerial voyage had lasted five days.,Leur navigation aérienne avait duré cinq jours.,Su navegación aérea había durado cinco días.
The curious circumstances which led to the escape of the prisoners were as follows:,"Voici, d'ailleurs, dans quelles circonstances curieuses s'était produite l'évasion des prisonniers, -- évasion qui devait aboutir à la catastrophe que l'on connaît.","He aquí en qué circunstancias se realizó la evasión de los prisioneros, evasión que debía terminar como ya conocemos."
"That same year, in the month of February, 1865, in one of the coups de main by which General Grant attempted, though in vain, to possess himself of Richmond, several of his officers fell into the power of the enemy and were detained in the town.","Cette année même, au mois de février 1865, dans un de ces coups de main que tenta, mais inutilement, le général Grant pour s'emparer de Richmond, plusieurs de ses officiers tombèrent au pouvoir de l'ennemi et furent internés dans la ville.","En el mes de febrero de 1858, en un golpe de mano intentado, aunque inútilmente, por el general Grant para apoderarse de Richmond, muchos de sus oficiales cayeron en poder del enemigo en la ciudad."
One of the most distinguished was Captain Cyrus Harding.,"L'un des plus distingués de ceux qui furent pris appartenait à l'état-major fédéral, et se nommait Cyrus Smith.",Uno de los más distinguidos prisioneros pertenecía al Estado Mayor Federal y se llamaba Ciro Smith.
"He was a native of Massachusetts, a first-class engineer, to whom the government had confided, during the war, the direction of the railways, which were so important at that time.","Cyrus Smith, originaire du Massachussets, était un ingénieur, un savant de premier ordre, auquel le gouvernement de l'Union avait confié, pendant la guerre, la direction des chemins de fer, dont le rôle stratégique fut si considérable.","Ciro Smith, natural de Massachusetts, era ingeniero, un sabio de primer orden, al que el gobierno de la Unión había confiado durante la guerra la dirección de los ferrocarriles por el papel estratégico de los mismos."
"A true Northerner, thin, bony, lean, about forty-five years of age; his close-cut hair and his beard, of which he only kept a thick mustache, were already getting gray.","Véritable Américain du nord, maigre, osseux, efflanqué, âgé de quarante-cinq ans environ, il grisonnait déjà par ses cheveux ras et par sa barbe, dont il ne conservait qu'une épaisse moustache.","Americano del norte, seco, huesudo, esbelto, de unos cuarenta y cinco años, pelo corto y canoso, barba afeitada, con abundante bigote."
"He had one-of those finely-developed heads which appear made to be struck on a medal, piercing eyes, a serious mouth, the physiognomy of a clever man of the military school.","Il avait une de ces belles têtes «numismatiques», qui semblent faites pour être frappées en médailles, les yeux ardents, la bouche sérieuse, la physionomie d'un savant de l'école militante.","Tenía una cabeza numismática, que parecía hecha para ser acuñada en medallas: los ojos ardientes, la boca seria, la fisonomía de un sabio de la escuela militar."
